	id	leg_term	desc	pos_tag	term_root
101	17688770451311125	харилцан хамааралтай этгээдүүд	татварын ерөнхий хуулийн 27 дугаар зүйлд заасныг	NM	этгээдүүд
52	17688770451018378	хүнсний технологийн тээвэрлэлт	хүнсний аюулгүй байдлыг хангах зорилгоор түргэн муудах болон хадгалалтын тусгай горимд тухайн бүтээгдэхүүний шинж чанарыг алдагдуулахгүйгээр тээвэрлэх тээвэрлэлтийг	NM	тээвэрлэлт
1140	17688770475649837	хуулийн төслийг эцэслэн батлах	энэ хуульд заасан хуулийн төсөл хэлэлцэх дөрөв дэх үе шатанд төслийг эцэслэн батлах санал хураалтыг	NM	батлах
334	17688770454603895	барилга байгууламж шинээр барих	барилга байгууламж барих, эсхүл хуучин барилга байгууламжийг буулгаж барихыг	NM	барих
722	17688770459807435	жендэрийн ялгаварлан гадуурхалт	улс төр, эрх зүй, эдийн засаг, нийгэм, соёлын ба гэр бүлийн харилцаанд болон аливаа бусад салбарт эрэгтэй, эмэгтэй хүнийг хүйсийн шинж, гэрлэлтийн байдлаар ялгаварлах, үгүйсгэх, хязгаарлах үйлдэл, эс үйлдэхүйг	NM	гадуурхалт
790	17688770461152184	шийдвэр гаргах эрх бүхий этгээд	хууль тогтоох болон гүйцэтгэх эрх мэдлийн бүх шатны байгууллага, хуулиар тусгайлан олгосон бүрэн эрхийн дагуу захиргааны хэм хэмжээний акт гаргах нийтийн эрх зүйн бусад этгээд, бүх шатны нутгийн өөрөө удирдах байгууллагыг	NM	этгээд
926	17688770462961962	агаарын тээвэрлэгчийн гэрчилгээ	агаарын хөлгөөр арилжааны нислэгийн үйл ажиллагаа эрхэлж эрх олгож буй тусгай зөвшөөрөл	NM	гэрчилгээ
707	17688770459395001	дотоодын цэргийн алба-ажиллагаа	улсын онц чухал обьектыг хамгаалах, нийтийн хэв журам сахиулах, олон нийтийн аюулгүй байдлыг хангах, гэмт хэргийг таслан зогсооход оролцох болон хуулиар тогтоосон бусад үүргийг хэрэгжүүлэхээр явуулж байгаа цогц ажиллагааг	NM	алба-ажиллагаа
632	17688770458259030	харуул хамгаалалтын байгууллага	зөвшөөрлийн тухай хууль болон энэ хуульд заасан журмын дагуу тусгай зөвшөөрөл авч, харуул хамгаалалтын үйл ажиллагаа эрхэлж байгаа хуулийн этгээдийг	NM	байгууллага
936	17688770463071581	иргэний улсын бүртгэлийн дугаар	иргэний улсын бүртгэлд бүртгүүлсэн дарааллыг илэрхийлсэн дугаарыг	NM	дугаар
961	17688770464462857	газрын нэгдмэл сангийн тооллого	газрын нэгдмэл сангийн үндсэн, дэлгэрэнгүй ангиллын газрын байршил, хил зааг, тоо, хэмжээг тодорхойлох цогц үйл ажиллагааг	NM	тооллого
735	17688770459909533	дунд үйлдвэр, үйлчилгээ эрхлэгч	50-200 хүртэл ажилтантай, үйлдвэрлэл, худалдаа, үйлчилгээний салбарт үйл ажиллагаа явуулдаг, жилийн 10--25 тэрбум төгрөг хүртэл борлуулалтын орлоготой аж ахуйн нэгжийг	NM	эрхлэгч
758	17688770460029973	залуучуудын хөгжлийг дэмжих сан	залуучуудын хөгжил, оролцоог дэмжихийн тулд төвлөрүүлсэн мөнгөн хөрөнгийг	NM	сан
648	17688770458577235	гадаадын зохицуулах байгууллага	даатгалын үйл ажиллагаанд хяналт тавих чиг үүрэг бүхий гадаад улсын байгууллагыг	NM	байгууллага
269	17688770454111252	банкны системд нөлөө бүхий банк	банкны тухай хуулийн 3120-д заасан банкийг	NM	банк
195	17688770452791635	санхүүгийн тайланг нягтлах ажил	аж ахуйн нэгж, байгууллагын санхүүгийн тайлан, иргэний санхүүгийн баримтыг нягтлах үйл ажиллагааны стандартын дагуу нягтлан шалгаж, баталгаажуулах үйл ажиллагааг	NM	ажил
293	17688770454219238	банкны системд нөлөө бүхий банк	банкны хөрөнгө, өр төлбөрийн хэмжээ, төлбөрийн систем дэх гүйлгээний нийт дүнд эзлэх хувь, банкны үндсэн үйл ажиллагаа, санхүүгийн тогтолцоо дахь хамаарал зэрэг шалгуурыг нэгэн зэрэг баримтлан банкны тогтолцоонд нөлөөтэймонголбанкнаас тогтоосон банкийг	NM	банк
254	17688770453751808	хуримтлагдах нөлөөллийн үнэлгээ	тодорхой бүс нутаг, сав газарт иргэн, аж ахуйн нэгж, байгууллагаас хэрэгжүүлж байгаа төслүүдээс хүн амын эрүүл мэндэд үзүүлж байгаа хам болон давхардмал сөрөг нөлөөллийг тодорхойлж, түүнийг бууруулах, арилгах арга хэмжээ тогтоохыг	NM	үнэлгээ
210	17688770452886746	ахмад настанд үзүүлэх үйлчилгээ	иргэн, аж ахуйн нэгж, төрийн болон төрийн бус байгууллагын оролцоотойгоор ахмад настанд чиглэсэн тусламж, үйлчилгээ үзүүлэх үйл ажиллагааг	NM	үйлчилгээ
242	17688770453024445	сонгон шалгаруулалтын босго үнэ	ашигт малтмалын тусгай зөвшөөрөл олгох сонгон шалгаруулалт зарласан талбайн нэг гектар тутамд тооцож нийт талбайн хэмжээнд тогтоосон мөнгөн дүнг	NM	үнэ
24	17688770450866492	зорчих хэсгийн тусгайлсан эгнээ	нийтийн тээврийн хэрэгсэл болон яаралтай тусламж, үйлчилгээний тээврийн хэрэгсэл зорчиход зориулсан авто зам, замын байгууламжийн хэсгийг	NM	эгнээ
733	17688770459905387	бичил үйлдвэр, үйлчилгээ эрхлэгч	10 хүртэл ажилтантай, үйлдвэрлэл, худалдаа, үйлчилгээний салбарт үйл ажиллагаа явуулдаг, жилийн 3000 сая төгрөг хүртэл борлуулалтын орлоготой аж ахуйн нэгжийг	NM	эрхлэгч
73	17688770451177775	агаарын чанарын хяналт-шинжилгээ	агаарын чанарын төлөв байдал, түүний өөрчлөлтөд байнгын ажиглалт, хэмжилт, судалгаа, шинжилгээ хийж үнэлэх үйл ажиллагааг	NM	хяналт-шинжилгээ
252	17688770453756140	байгаль орчны стратегийн үнэлгээ	улсын болон бүс нутаг, салбарын хэмжээнд баримтлах бодлого, хэрэгжүүлэх хөгжлийн хөтөлбөр, төлөвлөгөөг боловсруулах явцад түүний хэрэгжилтээс байгаль орчин, нийгэм, хүний эрүүл мэндэд учирч болзошгүй эрсдэл, сөрөг нөлөөлөл, үр дагаврыг уур амьсгалын өөрчлөлтийн чиг хандлага, гамшиг, аюулт үзэгдэл, осол, аюултай уялдуулан тодорхойлохыг	NM	үнэлгээ
554	17688770457246490	гамшгаас хамгаалах үйл ажиллагаа	гамшгаас урьдчилан сэргийлэх, эрэн хайх, аврах, хор уршгийг арилгах, хүмүүнлэгийн тусламж үзүүлэх, хойшлуулшгүй сэргээн босгох арга хэмжээг хэрэгжүүлэхийг	NM	ажиллагаа
675	17688770459065642	хүлээн зөвшөөрөгдсөн байгууллага	монгол улсын хөлөг онгоцны бүртгэлд бүртгүүлэх, бүртгүүлсэн хөлөг онгоцонд үзлэг оношилгоо, техникийн хяналтыг хэрэгжүүлж, холбогдох гэрчилгээ олгох эрхийг далайн захиргаанаас авсан ангиллын нийгэмлэг буюу хуулийн этгээдийг	NM	байгууллага
526	17688770457046939	галт зэвсэгтэй адилтгах хэрэгсэл	галт зэвсгээс бусад хийн буу, хавчаахай болон ан агнах, спорт-сургалт, үзмэр, цуглуулгын зориулалттай хэрэгслийг	NM	хэрэгсэл
260	17688770454047688	хадгаламжийн даатгалын корпораци	энэ хуульд заасан банкин дахь мөнгөн хадгаламжийн албан журмын даатгалын үйл ажиллагааг эрхлэн явуулах тусгайлсан чиг үүрэг бүхий хуулийн этгээдийг	NM	корпораци
144	17688770452154155	ургамлын хорио цээрийн гэрчилгээ	экспортлогдож буй ургамал, түүний гаралтай түүхий эд, бүтээгдэхүүнд ургамлын гадаад хорио цээртэй өвчин, хөнөөлт шавьж, мэрэгч амьтан, хог ургамал байхгүй болохыг гэрчлэн экспортлогч орны эрх бүхий байгууллагаас олгосон баталгаажуулалтын баримт бичгийг	NM	гэрчилгээ
54	17688770451017324	автотээврийн хэрэгслийн ашиглалт	автотээврийн хэрэгслийг хадгалах, техникийн үйлчилгээ, засвар хийх, шатахуун тосолгооны болон ашиглалтын бусад материалаар хангах, техникийн хяналтыг зохион байгуулж явуулах зэрэг автотээврийн хэрэгслийн ашиглалтын хугацаанд техникийн бүрэн бүтэн байдал, найдварт ажиллагааг хангахад чиглэгдсэн техникийн ба зохион байгуулалтын арга хэмжээг	NM	ашиглалт
541	17688770457125051	гал түймрээс хамгаалах үйлчилгээ	гал түймрээс хамгаалах тоног төхөөрөмжийн бэлэн байдлыг хангах, гал түймрээс хамгаалах нэмэлт арга хэмжээ авах, гал түймэртэй тэмцэх хэсэг, гал түймэртэй тэмцэх гэрээт анги, хяналтын нэгж ажиллуулахыг	NM	үйлчилгээ
427	17688770455687405	гаалийн болон бусад татвар төлөх	энэ хууль болон бусад хууль тогтоомжийн дагуу ногдуулсан албан татварыг татвар төлөгч холбогдох татварын дансанд шилжүүлэхийг	NM	төлөх
734	17688770459903672	жижиг үйлдвэр, үйлчилгээ эрхлэгч	10-50 хүртэл ажилтантай, үйлдвэрлэл, худалдаа, үйлчилгээний салбарт үйл ажиллагаа явуулдаг, жилийн 3000 сая-10 тэрбум төгрөг хүртэл борлуулалтын орлоготой аж ахуйн нэгжийг	NM	эрхлэгч
853	17688770462747223	зээлийн мэдээллийн сан бүрдүүлэх	зээлийн мэдээллийн санд хууль, гэрээнд заасан үндэслэлээр мэдээлэл цуглуулах, өөрчлөх, шинэчлэх, нэмэлт оруулах замаар зээлийн мэдээлэл боловсруулахыг	NM	бүрдүүлэх
871	17688770462804126	технологийн туршилт, зүгшрүүлэлт	лабораторийн түвшинд боловсруулсан технологи, бүтээгдэхүүний загварыг үйлдвэрлэлийн нөхцөлд турших, боловсронгуй болгох, технологийн баримтжуулалт хийх үйл ажиллагааг	NM	зүгшрүүлэлт
527	17688770457049483	буудлага үйлдэх байгууламж /тир/	галт зэвсэг, галт зэвсэгтэй адилтгах хэрэгслээр спорт-сургалтын дадлага хийх болон энэ хуульд зааснаар ашиглах зориулалтаар тоноглож зассан орчныг	NM	/тир/
978	17688770464524152	мэдээллийн аюулгүй байдлын аудит	кибер аюулгүй байдлын хууль тогтоомж, холбогдох журам, стандартад нийцсэн эсэхэд дүгнэлт гаргах, зөвлөмж өгөх хараат бус хөндлөнгийн мэргэжлийн үйл ажиллагааг	NM	аудит
985	17688770464522509	төрийн мэдээллийн нэгдсэн сүлжээ	төрийн байгууллага хоорондын мэдээлэл солилцох, кибер аюулгүй байдлыг хангахад чиглэсэн нэгдсэн дэд бүтэц бүхий төрийн интернэт хэрэглээ, албан болон тусгай хэрэглээний сүлжээний цогцыг	NM	сүлжээ
766	17688770460104518	замын хөдөлгөөний аюулгүй байдал	замын хөдөлгөөнд оролцогчийг зам тээврийн осол, түүнээс үүдэн гарах хор уршгаас хамгаалсан байдлыг	NM	байдал
479	17688770456552890	газрын тосны боловсруулах үйлдвэр	газрын тос, нүүрс, нүүрс-устөрөгчийн нэгдлүүдийг энгийн болон гүн боловсруулалтын аргаар энэ хуулийн 411-д заасан бүтээгдэхүүн гаргаж авах зориулалт бүхий байгууламжийн цогцолборыг	NM	үйлдвэр
539	17688770457124605	гал түймэр гарсан тухай тэмдэглэл	гал түймрийн улмаас хүний амь нас, эрүүл мэнд, эд хөрөнгөд хохирол учраагүй болохыг тодорхойлсон баримт бичгийг	NM	тэмдэглэл
983	17688770464522708	үндэсний хэмжээний кибер халдлага	онц чухал мэдээллийн дэд бүтэцтэй байгууллагын мэдээллийн систем, мэдээллийн сүлжээнд халдсаны улмаас тухайн байгууллагын хэвийн үйл ажиллагааг алдагдуулж, монгол улсын үндэсний аюулгүй байдал, нийгэм, эдийн засагт хохирол учруулахуйц кибер халдлагыг	NM	халдлага
361	17688770454603517	төвлөрсөн инженерийн шугам сүлжээ	төв суурин газар, түүний тодорхой хэсэгт орших барилга байгууламжийг ус, дулаан, уур, хий, цахилгаан, харилцаа холбооны төвлөрсөн эх үүсвэртэй холбох үндсэн байгууламжийг	NM	сүлжээ
426	17688770455685641	гаалийн болон бусад татвар хураах	энэ хууль болон бусад хууль тогтоомжийн дагуу ногдуулсан албан татварыг гаалийн байгууллага улсын төсөвт төвлөрүүлэхийг	NM	хураах
937	17688770463078637	иргэний улсын бүртгэлийн лавлагаа	иргэний улсын бүртгэлийн мэдээллийн санд үндэслэн гаргасан бүртгэлийн мэдээллийн үнэн зөвийг нотолсон баримт бичгийг	NM	лавлагаа
946	17688770464359942	сангийн хөрөнгө оруулалтын орлого	сангийн хөрөнгийн удирдлагын үр дүнд бий болсон хүү, ногдол ашиг, түрээсийн орлого, хөрөнгө оруулсан хэрэгслийг борлуулсны ашиг зэрэг сангийн хөрөнгийн удирдлагын үйл ажиллагааны санхүүгийн үр дүнг	NM	орлого
1062	17688770465273121	олон улсын давхар даатгалын гэрээ	давхар даатгалын компани даатгагчийн өмнө хүлээсэн үүргээ багцлан гадаад улсын давхар даатгалын компанид бүрэн, эсхүл хэсэгчлэн шилжүүлэхээр харилцан тохиролцсон хэлцлийг	NM	гэрээ
1078	17688770473356707	батлан хамгаалах материаллаг нөөц	цэргийн материал хэрэгслийн хэрэгцээг тайван цагт болон дайны байдлын үед хангах зориулалт бүхий нөөцийг	NM	нөөц
1106	17688770473973360	нутгийн өөрөө удирдах байгууллага	аймаг, сум, нийслэл, дүүргийн иргэдийн төлөөлөгчдийн хурал, баг, хороонд иргэдийн шууд оролцоо бүхий иргэдийн нийтийн хурлыг	NM	байгууллага
6	17688770450708513	хэрэг бүртгэх, мөрдөн байцаах ажил	авлигатай тэмцэх байгууллагад хуулиар харьяалуулсан гэмт хэрэгт явуулж байгаа эрүүгийн хэрэг хянан шийдвэрлэх ажиллагааг	NM	ажил
1045	17688770465218521	малын генетик нөөцийн төлөв байдал	үнэлгээний үндсэн дээр тогтоосон малын генетик нөөцийн төрөл, зүйл, үүлдэр, омог, тоо хэмжээ, чанар, хүрэлцээ, хангамж, тэдгээрийн хувьсал, өөрчлөлтийг	NM	байдал
704	17688770459391060	дотоодын цэргийн гэрээт алба хаагч	хугацаат цэргийн алба хаасны дараа сайн дурын үндсэн дээр гэрээгээр дотоодын цэрэгт цэргийн жинхэнэ алба хааж байгаа иргэнийг	NM	хаагч
600	17688770457472834	геодези, зураг зүйн багаж хэрэгсэл	өнцөг, өндөр, зай, хүндийн хүчний хурдатгал болон цэгийн байрлалыг орон зайн гурав болон түүнээс дээш хэмжээсээр тодорхойлох багажийг	NM	хэрэгсэл
589	17688770457418632	олон улсын мэдээлэл солилцооны төв	"биологийн олон янз байдлын тухай конвенцийн генетик нөөц болон тэдгээрийг ашигласнаас үүдэх үр ашгийг шударга, эрх тэгш хуваарилах тухай нагоягийн протокол /цаашид ""нагоягийн протокол"" гэх/-ыг соёрхон батлах тухай хуульд заасны дагуу гишүүн орнуудын дунд хэрэгждэг генетик нөөц, генетик нөөцтэй холбоотой уламжлалт мэдлэгийн ашиглалтын талаарх мэдээлэл солилцох тогтолцоог"	NM	төв
346	17688770454608303	бие даасан эх үүсвэр, шугам сүлжээ	тухайн барилга байгууламжийн хэрэгцээг хангахад зориулан барих ус, дулаан, уур, хий, цахилгаан, харилцаа холбоо зэрэг инженерийн хангамжийн шугам сүлжээ, байгууламжийг	NM	сүлжээ
525	17688770457046277	байлдааны зориулалттай галт зэвсэг	байлдааны болон тусгай ажиллагаанд ашиглах зэвсэг, галт хэрэгсэл, түүний эд ангийг	NM	зэвсэг
960	17688770464465508	газрын нэгдмэл сангийн тоо бүртгэл	газрын нэгдмэл сангийн тооллого, газрын чанарын болон эдийн засгийн үнэлгээний үр дүнг тусгасан мэдээллийн цогц үйл ажиллагааг	NM	бүртгэл
537	17688770457129153	гал түймрийн аюултай нөхцөл байдал	гал түймэр гарсан тохиолдолд хүний амь нас, эрүүл мэнд, эд хөрөнгөд шууд аюул учруулах нөхцөл бүрдсэнийг	NM	байдал
10	17688770450864612	авто замын бүртгэл, мэдээллийн сан	авто зам, замын байгууламжийн үндсэн өгөгдөл, өртөг болон авто зам, замын байгууламжтай холбоотой бусад мэдээллийг агуулсан цахим санг	NM	сан
328	17688770454594573	барилга байгууламжийн баримт бичиг	барилгын ажлын зөвшөөрөл олгох, барилгын ажлыг гүйцэтгэхэд шаардлагатай энэ хуульд заасны дагуу боловсруулж, баталгаажуулсан техникийн нөхцөлүүд, зураг төсөл, илд далд ажлын акт, талбайн журнал болон холбогдох бусад баримт бичгийг	NM	бичиг
87	17688770451177445	физикийн сөрөг нөлөөллийн стандарт	физикийн нөлөөллийн хүний эрүүл мэнд, хүрээлэн байгаа орчинд сөрөг нөлөө үзүүлэхгүй байх хүлцэх хэм хэмжээг стандартын асуудал эрхэлсэн төрийн захиргааны байгууллагаас баталгаажуулсныг	NM	стандарт
385	17688770454765731	олон улсын допингийн эсрэг агентлаг	допингийн эсрэг үйл ажиллагааг удирдан зохион байгуулах, хянах чиг үүрэг бүхий олон улсын байгууллагыг	NM	агентлаг
768	17688770460106324	замын хөдөлгөөний зохион байгуулалт	замын хөдөлгөөнийг удирдан явуулахад чиглэсэн цогц үйл ажиллагааг	NM	байгуулалт
1128	17688770475452712	үндсэн хуулийг дээдлэн сахих зарчим	улсын их хурал хянан шалгах бүрэн эрхээ хэрэгжүүлэхдээ үндсэн хуулийн суурь үзэл баримтлал, үндсэн зарчмын хүрээнд ажиллахыг	NM	зарчим
469	17688770456435141	гадаадын цэргийн хүчнийг байрлуулах	энэ хууль, монгол улсын олон улсын гэрээний дагуу монгол улсын нутаг дэвсгэрт гадаадын цэргийн хүчнийг оруулан байрлуулж, тодорхой үүрэг гүйцэтгүүлэхийг хэлнэ	NM	байрлуулах
285	17688770454213151	банкны нөлөө бүхий хувьцаа эзэмшигч	банкны хувьцааны тав ба түүнээс дээш хувийг дангаар болон холбогдох этгээдийн хамт эзэмшиж байгаа этгээд, тэдгээрийн эцсийн өмчлөгч хүн, эсхүл банкны бодлого, шийдвэр болон удирдлагад нөлөөлөхүйц хувьцаа эзэмшигч, түүний эцсийн өмчлөгч хүнийг	NM	эзэмшигч
220	17688770453013693	хайгуулын ажлын зардлын доод хэмжээ	хайгуулын ажилд жил бүр зарцуулсан байвал зохих зардлын доод хэмжээг	NM	хэмжээ
1096	17688770473473414	ерөнхийлөгчийн сонгуулийн анхан шат	сонгуулийн эрх бүхий иргэд нийтээрээ, чөлөөтэй, шууд сонгох эрхийн үндсэн дээр саналаа нууцаар гаргаж, ерөнхийлөгчийг сонгох сонгуулийг хэлнэ	NM	шат
1025	17688770465087986	мал, амьтны эрүүл мэндийг хамгаалах	мал, амьтны өвчнөөс урьдчилан сэргийлэх, өвчинтэй тэмцэх, бүс, нутгийн халдварт өвчингүй, тайван байдлыг баталгаажуулах цогц үйл ажиллагааг	NM	хамгаалах
958	17688770464465813	кадастрын зураглалын мэдээллийн сан	бүх төрлийн кадастрын зураг, орон зайн өгөгдлүүдийг цэгцлэн иж бүрдэл болгосон мэдээллүүд, тэдгээрийг боловсруулах, удирдах боломж бүхий техник хэрэгсэл ба программ хангамж бүхий мэдээллийн санг	NM	сан
253	17688770453755605	байгаль орчны төлөв байдлын үнэлгээ	аливаа төслийн техник, эдийн засгийн төлөвлөлтийн баримт бичиг, зураг төсөл, улсын болон бүс нутаг, салбарын хэмжээнд хэрэгжүүлэх хөгжлийн хөтөлбөр, төлөвлөгөөг боловсруулах явцад тэдгээрийг хэрэгжүүлэх нутаг дэвсгэрийн байгаль орчны төлөв байдлыг судлан тогтоож цаашид төсөл, хөтөлбөр, төлөвлөгөө, бодлого боловсруулахад анхаарах байгалийн нөхцөл, орчны онцлогийг тодорхойлохыг	NM	үнэлгээ
160	17688770452301015	ан агнуурын менежментийн төлөвлөгөө	тухайн засаг захиргаа, нутаг дэвсгэрийн нэгж дэх агнуурын бүс нутагт ан амьтныг хамгаалах, тогтвортой ашиглах, өсгөн үржүүлэхэд чиглэгдсэн ан агнуурын арга хэмжээний хүрээнд гүйцэтгэх ажлыг тодорхой үе шаттайгаар цогц байдлаар хэрэгжүүлэхээр төлөвлөсөн баримт бичгийг	NM	төлөвлөгөө
202	17688770452799689	аудитын үйлчилгээний дотоод стандарт	аудитын хуулийн этгээдээс аудитын олон улсын стандарт, түүнтэй адилтгах заавар журамд нийцүүлэн баталж, тухайн аудитын хуулийн этгээдэд мөрдөх баримт бичгийг	NM	стандарт
1058	17688770465273980	дунд түвшний эрсдэлээс хамгаалах сан	энэ хуулийн 812-т заасан түвшинд гарсан давхар даатгалын нөхөн төлбөр төлөх зориулалттай санг	NM	сан
174	17688770452327546	амьтны экологи-эдийн засгийн үнэлгээ	тухайн зүйл амьтны амьдрах орчин болон экологийн, эдийн засгийн, эрх зүйн, нийгмийн ач холбогдлоор нь үнэлсэн тусгай аргачлалын дагуу тооцсон амьтны мөнгөн үнэлгээг	NM	үнэлгээ
1030	17688770465089267	шинэ болон дахин сэргэж байгаа өвчин	монгол улсад анх удаа оношлогдож байгаа, эсхүл тухайн өвчнөөр тайван, эрүүл байгааг эрх бүхий байгууллагаас баталгаажуулсны дараа дахин гарч байгаа халдварт өвчнийг	NM	өвчин
261	17688770454048731	хадгаламжийн даатгалын үйл ажиллагаа	энэ хуульд заасны дагуу банкнаас харилцах болон хадгаламжийн дансан дахь мөнгөн хөрөнгийг хадгаламжийн даатгалын корпорацид даатгуулах, даатгалын тохиолдол бий болоход хадгаламж эзэмшигчид даатгалын нөхөн төлбөр төлөх, банкны актив, пассивыг шилжүүлэх, тусгай зориулалтын банк байгуулах үед шилжүүлэн авч байгаа банкинд санхүүгийн дэмжлэг үзүүлэхтэй холбогдсон үйл ажиллагааг	NM	ажиллагаа
1059	17688770465277690	дээд түвшний эрсдэлээс хамгаалах сан	энэ хуулийн 813-т заасан түвшинд гарсан нөхөн төлбөр төлөх зориулалттай санг	NM	сан
278	17688770454212787	банкны актив, пассив, өөрийн хөрөнгө	олон улсын стандартад нийцүүлэн монголбанкнаас баталсан нягтлан бодох бүртгэлийн журамд тодорхойлсон зүйлийг	NM	хөрөнгө
273	17688770454121642	нэгдүгээр зэрэглэлийн өөрийн хөрөнгө	банкны энгийн хувьцаа, түүнтэй дүйцэхүйц давуу эрхийн хувьцаа, цэвэр ашгаас байгуулсан нөөцийн сан, хуримтлагдсан ашиг алдагдал, нэмж төлөгдсөн энгийн хувьцаа, хандивын хөрөнгө	NM	хөрөнгө
1026	17688770465082144	халдварт өвчнөөс урьдчилан сэргийлэх	өвчний гаралт, тархалтад нөлөөлж байгаа хүчин зүйлийг арилгах зорилгоор хийгдэх үзлэг, тандалт, халдваргүйтгэл, дархлаажуулалт, нүүлгэн шилжүүлэлт, шилжилт хөдөлгөөний хяналт зэрэг мэргэжлийн үйл ажиллагааг	NM	сэргийлэх
753	17688770460029724	залуучуудын хөгжлийн үндэсний зөвлөл	залуучуудын хөгжил, оролцоог дэмжих салбар дундын үйл ажиллагааг үндэсний болон орон нутгийн түвшинд уялдуулан зохицуулах, хэрэгжилтийг нэгдсэн удирдлагаар хангах чиг үүрэг бүхий орон тооны бус зөвлөлийг	NM	зөвлөл
425	17688770455681995	гаалийн болон бусад татвар ногдуулах	энэ хууль болон бусад хууль тогтоомжийн дагуу албан татвар тооцохыг	NM	ногдуулах
415	17688770455175007	виртуал хөрөнгийн үйлчилгээ үзүүлэгч	энэ хуулийн 61-д заасан үйл ажиллагаа эрхэлж байгаа компанийг	NM	үзүүлэгч
984	17688770464524396	кибер халдлага, зөрчилтэй тэмцэх төв	кибер халдлага, зөрчлөөс урьдчилан сэргийлэх, илрүүлэх, таслан зогсоох, хариу арга хэмжээ авах, мэдээллийн системийг нөхөн сэргээх үйл ажиллагааг зохицуулж, мэргэжлийн удирдлагаар хангах үндсэн чиг үүрэг бүхий этгээдийг	NM	төв
320	17688770454478245	барааны тэмдгийн олон улсын мэдүүлэг	"мадридын хэлэлцээр, мадридын протоколын дагуу дэлхийн оюуны өмчийн байгууллагын оюуны өмчийн олон улсын товчоо /цаашид ""олон улсын товчоо"" гэх/-оор дамжуулан гаргасан мэдүүлгийг"	NM	мэдүүлэг
723	17688770459804415	жендэрийн шууд ялгаварлан гадуурхалт	бусдыг хүйсээр ялгаварлаж адил буюу ижил төстэй нөхцөлд эсрэг хүйсийн хүнээс ялгаатай байдалд хүргэсэн, эсхүл хүргэхийг оролдсон үйлдлийг	NM	гадуурхалт
825	17688770462566958	технологийн хамгаалалтын арга хэмжээ	цахим орчинд бүтээл, хамаарах эрхийн объектыг зохиогч, зохиогчийн эрх болон хамаарах эрх эзэмшигчийн зөвшөөрөлгүйгээр ашиглахаас урьдчилан сэргийлэх, хяналт тавих, хамгаалах зорилгоор нэвтрэх, хуулбарлах, дамжуулах, нийтэд түгээх боломжийг хязгаарласан, кодолсон, шифрлэлт ашигласан зэрэг хамгаалалтын арга хэмжээг	NM	хэмжээ
849	17688770462713985	жижиг, дунд үйлдвэрийг хөгжүүлэх сан	засгийн газрын тусгай сангийн тухай хуулийн 644-т заасныг	NM	сан
115	17688770451384857	эрх бүхий этгээд хоорондын хэлэлцээр	доор дурдсаныг ойлгох:	NM	хэлэлцээр
53	17688770451013532	тээврийн хэрэгслийн мэргэшсэн жолооч	автотээврийн хэрэгслийг жолоодох ажил гүйцэтгэж өөрт ашиг, орлого олох зорилгоор эрх бүхий байгууллагаас баталсан журмын дагуу сургалтын хөтөлбөрт хамрагдан мэргэжлийн үнэмлэх авсан этгээдийг	NM	жолооч
82	17688770451179229	бохирдуулах бодисын хаягдлын стандарт	агаарын бохирдлын эх үүсвэрээс үргэлжилсэн хугацааны турш хүрээлэн байгаа агаарт гаргаж болох бохирдуулах бодисын зөвшөөрөгдөх дээд хэмжээг стандартын асуудал эрхэлсэн төрийн захиргааны байгууллагаас баталгаажуулсныг	NM	стандарт
274	17688770454128170	хоёрдугаар зэрэглэлийн өөрийн хөрөнгө	энэ хуулийн 417-д зааснаас бусад давуу эрхтэй хувьцаа, нэмж төлөгдсөн давуу эрхийн хувьцаа, дахин үнэлгээний нэмэгдэл, нийгмийн хөгжлийн сан, хувьцаанд хөрвөх бусад үнэт цаас	NM	хөрөнгө
315	17688770454473431	нийтэд түгээмэл болсон барааны тэмдэг	бүртгэгдсэн эсэхээс үл хамааран монгол улсын тухайн салбарт нийтэд танил болсон барааны тэмдгийг	NM	тэмдэг
979	17688770464528818	мэдээллийн системийн үйлдлийн бүртгэл	тухайн мэдээллийн системд хандсан, нэвтэрсэн, боловсруулсан, цуглуулсан, ашигласан үйлдэл, цаг хугацааг тодорхойлох бүртгэлийг	NM	бүртгэл
843	17688770462652515	зэвсэгт хүчний байлдааны бэлэн байдал	цагийн байдлын ямар ч нөхцөлд тогтоосон хугацаанд дээд командлалаас даалгасан үүргийг мадаггүй биелүүлэх цэргийн бодит чадварыг	NM	байдал
714	17688770459616545	сургуулийн хоол үйлдвэрлэл, үйлчилгээ	ерөнхий боловсролын сургуульд суралцаж байгаа болон дотуур байранд амьдарч байгаа хүүхдийг эрүүл, шим тэжээллэг, аюулгүй хоол, хүнсээр сургуулиас ханган үйлчлэх үйл ажиллагааг	NM	үйлчилгээ
360	17688770454601118	төвлөрсөн бус инженерийн шугам сүлжээ	тодорхой талбай, эсхүл барилга байгууламжид ус, дулаан, уур, хий, цахилгаан, харилцаа холбооны үйлчилгээ нийлүүлэх зориулалт бүхий байгууламжийг	NM	сүлжээ
476	17688770456541812	бүх төрлийн шатахууны бөөний худалдаа	энэ хуулийн 417-д заасан бүтээгдэхүүнийг энэ хуулийн 413-т заасан агуулахаас борлуулахыг	NM	худалдаа
